,Name,Class,Rating,Total Rater,Price,Area,AirConditioner,Bar,Pool,Spa,FitenessCenter,Restaurant,HotTub
246,Hotel Monopoli,3-star hotel,4.3,"(1,476)","IDR 504,298",Jakarta,True,True,True,False,True,True,False
247,POP! Hotel Pasar Baru Jakarta,3-star hotel,4.4,"(2,171)","IDR 303,749",Jakarta,True,False,False,False,False,True,False
248,Jambuluwuk Thamrin Hotel,3-star hotel,4.5,(567),"IDR 551,698",Jakarta,True,False,True,False,True,True,False
249,"Holiday Inn Express Jakarta Matraman, an IHG Hotel",3-star hotel,4.6,"(1,576)","IDR 501,542",Jakarta,True,False,False,False,True,True,False
250,Park Hotel Jakarta,3-star hotel,4.3,"(3,797)","IDR 351,720",Jakarta,True,True,True,True,True,False,False
251,Horison Falatehan Jakarta,3-star hotel,4.1,"(1,807)","IDR 270,325",Jakarta,True,False,False,False,False,True,False
252,Liberty Hotel Thamrin Jakarta,3-star hotel,4.4,(851),"IDR 408,795",Jakarta,True,False,False,False,False,True,False
253,Cabin Hotel,3-star hotel,4.3,"(1,993)","IDR 364,419",Jakarta,True,False,False,False,False,True,False
254,Orchardz Hotel,3-star hotel,4.4,"(4,240)","IDR 399,804",Jakarta,True,False,False,True,False,True,True
255,LUMINOR HOTEL KOTA,3-star hotel,4.5,"(1,775)","IDR 525,000",Jakarta,True,False,False,False,False,True,False
256,"Sparks Life, ARTOTEL Curated - Jakarta",3-star hotel,4.2,"(1,291)","IDR 222,232",Jakarta,True,False,True,True,False,True,True
257,"Holiday Inn Express Jakarta Wahid Hasyim, an IHG Hotel",3-star hotel,4.4,"(2,571)","IDR 542,557",Jakarta,True,True,False,False,True,True,False
258,Hotel 88 Mangga Besar 62,3-star hotel,4.2,"(1,779)","IDR 289,188",Jakarta,True,False,False,False,False,True,False
259,Lynt,3-star hotel,4.2,(888),"IDR 229,165",Jakarta,True,False,False,False,False,True,False
260,favehotel Zainul Arifin,3-star hotel,4.3,"(1,718)","IDR 321,574",Jakarta,True,False,False,False,False,True,False
261,Hotel Alia Cikini,3-star hotel,4.4,(104),"IDR 450,000",Jakarta,True,False,True,False,False,True,False
262,Liberta Hotel Kemang,3-star hotel,4.1,"(2,449)","IDR 305,268",Jakarta,True,True,True,False,False,True,False
263,Rasuna Icon Hotel,3-star hotel,4.3,"(1,330)","IDR 324,005",Jakarta,True,False,False,False,True,True,False
264,Verse Lite Hotel Gajah Mada,3-star hotel,4.1,"(1,187)","IDR 223,060",Jakarta,True,False,False,False,False,True,False
265,"Treehouse Suites at Kuningan, Jakarta",3-star hotel,4.6,(224),"IDR 652,264",Jakarta,True,False,False,False,False,True,False
266,"Holiday Inn Express Jakarta Pluit Citygate, an IHG Hotel",3-star hotel,4.3,"(2,107)","IDR 616,999",Jakarta,True,False,False,False,True,False,False
267,Tendean Residences,3-star hotel,4.5,(728),"IDR 289,680",Jakarta,True,False,False,False,False,False,False
268,Sofyan Hotel Soepomo,3-star hotel,4.3,"(2,821)","IDR 238,714",Jakarta,True,False,False,False,False,True,False
269,Hotel Daily Inn,3-star hotel,4.4,"(1,450)","IDR 332,464",Jakarta,True,False,False,False,False,True,False
270,Capital O 126 Business Hotel,3-star hotel,3.9,"(1,179)","IDR 176,790",Jakarta,False,False,False,False,False,True,False
271,Hotel Kuretakeso Kemang,3-star hotel,4.5,"(1,245)","IDR 461,191",Jakarta,True,False,False,True,True,False,True
272,Arcadia Mangga Dua by Horison,3-star hotel,4.1,"(2,718)","IDR 599,118",Jakarta,True,False,False,True,True,True,False
273,Ghurfati Hotel,3-star hotel,4.2,(655),"IDR 110,880",Jakarta,True,False,False,False,False,False,False
274,favehotel Pluit Junction,3-star hotel,4.2,(789),"IDR 381,534",Jakarta,True,False,False,False,False,True,False
275,Dreamtel Hotel Jakarta,3-star hotel,4.1,"(1,718)","IDR 327,655",Jakarta,True,False,False,False,False,True,False
276,Sriwijaya Hotel,3-star hotel,4.2,"(1,789)","IDR 427,061",Jakarta,True,False,False,False,False,True,False
277,SOTIS HOTEL FALATEHAN JAKARTA,3-star hotel,4.3,"(1,106)","IDR 475,802",Jakarta,True,True,False,False,False,True,False
278,Hotel 88 Grogol,3-star hotel,4.2,"(1,620)","IDR 296,145",Jakarta,True,False,False,False,False,True,False
279,RUMANAMI,3-star hotel,4.3,(146),"IDR 365,750",Jakarta,True,False,False,False,True,True,False
280,Erian Hotel,3-star hotel,4.6,"(1,251)","IDR 432,212",Jakarta,True,True,False,False,False,True,False
282,Teraskita Hotel Jakarta Managed by Dafam,3-star hotel,4.4,"(6,421)","IDR 468,407",Jakarta,True,True,False,True,False,True,False
283,Kyriad Metro Kebayoran,3-star hotel,4.4,"(1,389)","IDR 308,732",Jakarta,True,False,True,False,False,True,False
284,Hotel Paragon,3-star hotel,4,"(1,012)","IDR 266,092",Jakarta,True,False,False,False,False,True,False
285,J hotel @Bandara Soekarno Hatta,3-star hotel,4.2,"(1,947)","IDR 296,513",Jakarta,True,False,False,False,False,True,False
286,Best Western Senayan,3-star hotel,4.5,"(2,100)","IDR 505,152",Jakarta,True,False,False,False,False,True,False
287,Mega Anggrek Hotel,3-star hotel,4.1,"(3,670)","IDR 289,064",Jakarta,True,False,True,True,False,True,True
288,Coins Hotel Indonesia,3-star hotel,4.3,"(1,047)","IDR 275,177",Jakarta,True,False,False,False,False,True,False
289,Hotel Bintang Wisata Mandiri,3-star hotel,4,(683),"IDR 201,735",Jakarta,True,False,False,False,False,True,False
290,Hotel Diradja,3-star hotel,4.2,"(2,433)","IDR 335,638",Jakarta,True,False,False,True,False,True,True
291,Whiz Prime Hotel Kelapa Gading,3-star hotel,4.3,"(3,235)","IDR 390,083",Jakarta,True,False,True,True,False,True,False
292,Shalva Hotel Jakarta,3-star hotel,4.4,"(1,241)","IDR 425,251",Jakarta,True,False,False,True,False,True,False
293,favehotel Tanah Abang - Cideng,3-star hotel,4.3,"(2,311)","IDR 274,414",Jakarta,True,False,False,False,False,True,False
294,Ayaka Suites,3-star hotel,4.4,"(2,330)","IDR 411,153",Jakarta,True,False,True,True,True,True,False
295,Blessing Residence,3-star hotel,4.1,(296),"IDR 324,001",Jakarta,True,False,False,False,False,True,False
296,Feodora Hotel grogol,3-star hotel,3.8,(611),"IDR 182,269",Jakarta,True,False,False,False,False,True,False
297,Hotel NEO Mangga Dua Square,3-star hotel,4.1,"(3,292)","IDR 272,232",Jakarta,True,False,False,False,False,True,False
298,Orchardz Hotel Bandara,3-star hotel,4.4,"(3,899)","IDR 466,765",Jakarta,True,False,False,True,False,True,False
299,Hotel Santika Kelapa Gading,3-star hotel,4.4,"(3,811)","IDR 471,980",Jakarta,True,False,False,True,False,True,False
300,Hotel Horison Ciledug,3-star hotel,4.6,"(3,656)","IDR 436,941",Jakarta,True,True,True,False,True,True,False
301,MaxOneHotels.com @ Pemuda,3-star hotel,4.2,"(2,668)","IDR 339,319",Jakarta,True,False,False,False,False,True,False
302,Somerset Grand Citra Jakarta,3-star hotel,4.5,"(2,822)","IDR 1,248,317",Jakarta,True,False,True,False,True,True,True
303,Blue Sky Pandurata Boutique Hotel,3-star hotel,4.3,"(1,327)","IDR 574,041",Jakarta,True,False,False,False,False,True,False
304,Sofyan Hotel Cut Meutia Cikini Menteng Jakarta,3-star hotel,4.4,"(3,142)","IDR 284,905",Jakarta,True,False,False,False,True,True,False
305,Hotel Grand Menteng,3-star hotel,4,"(1,148)","IDR 325,492",Jakarta,True,True,False,True,False,True,False
306,RedDoorz Premium near Ragunan Zoo 2,3-star hotel,4.2,(743),"IDR 228,000",Jakarta,False,False,False,False,False,False,False
307,PAX Hotel Jakarta,3-star hotel,4.2,(414),"IDR 261,504",Jakarta,True,False,False,False,False,False,False
308,RedDoorz Plus @ Kapuk Business Park,3-star hotel,3.6,(966),"IDR 141,705",Jakarta,False,False,False,False,False,False,False
310,Sans Hotel Fiducia Kaji,3-star hotel,3.9,(432),"IDR 142,850",Jakarta,True,False,False,False,False,True,False
312,Puri Mega Hotel,3-star hotel,4,"(1,244)","IDR 257,141",Jakarta,True,False,False,True,False,True,False
313,d'primahotel Airport Jakarta Terminal 1A,3-star hotel,4.1,(519),"IDR 723,857",Jakarta,False,False,False,False,False,True,False
314,RedDoorz Plus near Soekarno Hatta Airport 2,3-star hotel,4.3,(197),"IDR 134,592",Jakarta,True,False,False,False,False,True,False
316,Cosmo Amaroossa Jakarta,4-star hotel,4.3,"(3,186)","IDR 396,828",Jakarta,True,True,True,True,True,False,False
317,Swiss-Belhotel Pondok Indah,4-star hotel,4.5,"(6,563)","IDR 616,309",Jakarta,True,False,True,True,True,True,False
318,Grand Dafam Ancol Jakarta,4-star hotel,4.5,(601),"IDR 580,379",Jakarta,True,False,False,False,False,True,False
319,Hilton Garden Inn Jakarta Taman Palem,4-star hotel,4.6,(573),"IDR 747,503",Jakarta,True,True,True,False,True,True,False
320,Hotel Ciputra Jakarta,4-star hotel,4.6,"(12,511)","IDR 589,888",Jakarta,True,True,True,True,True,False,False
321,éL Hotel Royale Jakarta,4-star hotel,4.3,"(3,660)","IDR 463,129",Jakarta,True,True,True,True,True,False,False
322,The Jayakarta SP Jakarta Hotel & Spa,4-star hotel,4.2,"(3,685)","IDR 302,331",Jakarta,True,False,True,True,True,False,True
323,Hotel Santika Premiere Slipi Jakarta,4-star hotel,4.5,"(7,743)","IDR 638,685",Jakarta,True,False,True,True,True,False,True
324,ASTON Kartika Grogol Hotel & Conference,4-star hotel,4.7,"(2,794)","IDR 551,994",Jakarta,True,False,False,True,True,True,False
325,ASTON Priority Simatupang & Conference Center,4-star hotel,4.6,"(10,248)","IDR 776,033",Jakarta,True,False,True,True,True,True,False
326,ASTON Pluit Hotel & Residence,4-star hotel,4.4,"(5,297)","IDR 583,246",Jakarta,True,False,True,True,True,True,False
327,Swiss-Belhotel Pondok Indah,4-star hotel,4.5,"(6,563)","IDR 526,313",Jakarta,True,False,True,True,True,True,False
328,Mercure Jakarta Gatot Subroto,4-star hotel,4.5,"(3,277)","IDR 716,343",Jakarta,True,True,False,True,True,False,False
329,Mercure Jakarta Kota,4-star hotel,4.4,"(3,336)","IDR 458,115",Jakarta,True,False,True,False,True,False,True
330,Mercure Jakarta Kota,4-star hotel,4.4,"(3,336)","IDR 458,115",Jakarta,True,False,True,False,True,False,True
331,"Holiday Inn & Suites Jakarta Gajah Mada, an IHG Hotel",4-star hotel,4.7,"(2,539)","IDR 835,505",Jakarta,True,False,True,True,True,True,False
332,Novotel Jakarta Mangga Dua Square,4-star hotel,4.6,"(6,367)","IDR 587,326",Jakarta,True,False,True,True,True,False,True
333,HARRIS Suites Puri Mansion,4-star hotel,4.3,"(1,163)","IDR 520,906",Jakarta,False,False,False,True,True,True,False
334,Royal Kuningan Hotel,4-star hotel,4.4,"(5,774)","IDR 571,558",Jakarta,True,False,True,True,True,True,False
335,Amos Cozy Hotel & Convention Hall Jakarta,4-star hotel,3.9,"(1,857)","IDR 388,441",Jakarta,True,True,False,True,True,False,False
336,Best Western Premier The Hive,4-star hotel,4.4,"(7,751)","IDR 443,250",Jakarta,True,True,True,True,True,False,False
337,Harris Suites fX Sudirman - Jakarta,4-star hotel,4.5,"(4,583)","IDR 791,969",Jakarta,True,False,True,False,True,True,False
338,Mercure Jakarta Batavia,4-star hotel,4.6,"(2,336)","IDR 753,244",Jakarta,True,True,True,True,True,False,False
339,"Four Points by Sheraton Jakarta, Thamrin",4-star hotel,4.4,"(2,801)","IDR 1,164,960",Jakarta,True,True,False,True,True,True,False
340,Hariston Hotel & Suites,4-star hotel,4.3,"(3,397)","IDR 364,163",Jakarta,True,False,True,True,True,True,False
341,The Acacia Hotel & Resort,4-star hotel,4.2,"(3,792)","IDR 461,295",Jakarta,True,True,True,True,True,False,False
342,Aston Kemayoran City Hotel,4-star hotel,4.6,(326),"IDR 627,763",Jakarta,True,True,False,False,False,True,False
343,Mercure Jakarta Pantai Indah Kapuk,4-star hotel,4.6,"(4,158)","IDR 1,349,991",Jakarta,True,True,True,True,True,False,False
344,Menara Peninsula Hotel,4-star hotel,4.4,"(7,494)","IDR 403,209",Jakarta,True,False,True,True,True,False,True
345,grandkemang Jakarta,4-star hotel,4.4,"(5,317)","IDR 482,744",Jakarta,True,True,True,True,True,False,False
346,Best Western Plus Kemayoran Hotel,4-star hotel,4.3,"(4,523)","IDR 383,930",Jakarta,True,False,True,True,True,True,False
347,Grand Whiz Poins Simatupang Jakarta,4-star hotel,4.5,"(3,192)","IDR 435,000",Jakarta,True,False,True,True,True,False,True
348,Somerset Sudirman Jakarta,4-star hotel,4.6,(115),"IDR 1,025,100",Jakarta,True,False,True,False,True,True,True
349,Grand Tjokro,4-star hotel,4.2,"(2,722)","IDR 392,955",Jakarta,True,False,True,True,True,True,False
350,ibis Styles Jakarta Gajah Mada,4-star hotel,4.4,"(3,189)","IDR 476,758",Jakarta,True,True,True,True,False,True,False
351,ASTON Bellevue Radio Dalam,4-star hotel,4.3,"(2,796)","IDR 568,625",Jakarta,True,False,True,True,True,True,False
352,Mercure Jakarta Sabang,4-star hotel,4.4,"(5,097)","IDR 854,228",Jakarta,True,True,True,True,True,False,False
353,HARRIS Hotel Tebet - Jakarta,4-star hotel,4.4,"(6,015)","IDR 523,459",Jakarta,True,True,True,True,True,False,False
354,AONE Hotel Jakarta,4-star hotel,4.3,"(3,686)","IDR 570,000",Jakarta,False,False,True,False,True,True,False
355,Century Park,4-star hotel,4.5,"(10,212)","IDR 700,000",Jakarta,True,True,True,True,True,False,False
356,Ambhara Hotel,4-star hotel,4.3,"(5,710)","IDR 250,300",Jakarta,True,True,True,True,True,False,False
357,Millennium Hotel Sirih Jakarta,4-star hotel,4.5,"(9,539)","IDR 472,223",Jakarta,True,False,True,True,True,False,True
358,Oakwood Apartments PIK Jakarta,4-star hotel,4.6,"(1,549)","IDR 860,766",Jakarta,True,False,True,False,True,True,False
359,Hotel GranDhika Iskandarsyah,4-star hotel,4.5,"(5,256)","IDR 576,606",Jakarta,True,False,True,True,True,False,True
360,Morrissey Hotel,4-star hotel,4.6,"(4,483)","IDR 959,310",Jakarta,True,False,False,True,True,True,False
361,Novotel Jakarta Gajah Mada,4-star hotel,4.4,"(5,251)","IDR 608,598",Jakarta,True,True,True,True,True,False,False
362,JS Luwansa,4-star hotel,4.5,"(7,792)","IDR 899,390",Jakarta,True,True,True,True,True,False,False
363,Hotel Kartika Chandra,4-star hotel,4.3,"(6,269)","IDR 483,129",Jakarta,True,False,True,True,True,True,False
364,Santika Premiere Hayam Wuruk,4-star hotel,4.5,"(4,288)","IDR 526,899",Jakarta,True,True,True,True,True,False,False
365,Mercure Jakarta Cikini,4-star hotel,4.5,"(4,083)","IDR 892,902",Jakarta,True,True,True,True,True,False,False
366,Sari Pacific Jakarta,4-star hotel,4.5,"(8,544)","IDR 828,520",Jakarta,True,False,True,True,True,False,True
367,Avenzel Hotel and Convention Cibubur,4-star hotel,4.6,"(3,510)","IDR 813,677",Jakarta,True,False,True,True,True,False,True
368,Sunlake Hotel,4-star hotel,4.4,"(7,683)","IDR 512,000",Jakarta,True,True,True,False,True,False,True
369,Mercure Convention Center Ancol,4-star hotel,4.4,"(10,555)","IDR 797,768",Jakarta,True,False,True,True,True,False,False
370,Hotel Santika Premiere Kota Harapan Indah,4-star hotel,4.5,"(6,769)","IDR 672,758",Jakarta,True,False,True,True,True,False,True
371,Swiss-Belhotel Mangga Besar,4-star hotel,4.4,"(6,154)","IDR 513,679",Jakarta,True,False,False,True,True,False,True
372,d'primahotel Tangerang,4-star hotel,4.4,"(6,468)","IDR 444,030",Jakarta,True,False,True,True,True,True,False
373,Akmani Hotel Jakarta,4-star hotel,4.2,"(2,883)","IDR 597,788",Jakarta,True,False,False,True,True,False,True
374,THE 1O1 Jakarta Sedayu Darmawangsa,4-star hotel,4.5,"(2,630)","IDR 558,612",Jakarta,True,False,True,True,True,True,False
375,Cosmo Amaroossa Jakarta,4-star hotel,4.3,"(3,186)","IDR 396,828",Jakarta,True,True,True,True,True,False,False
376,DiscoveryAncol,4-star hotel,4.3,"(3,727)","IDR 612,258",Jakarta,True,False,True,True,True,False,True
377,The Margo Hotel,4-star hotel,4.6,"(9,652)","IDR 749,686",Jakarta,True,False,True,True,True,True,False
378,HARRIS Vertu Hotel Harmoni - Jakarta,4-star hotel,4.6,"(7,411)","IDR 736,836",Jakarta,True,False,True,True,True,True,False
379,Mercure Jakarta Simatupang,4-star hotel,4.4,"(5,337)","IDR 621,726",Jakarta,True,False,True,True,True,False,True
380,HARRIS Hotel & Conventions Kelapa Gading,4-star hotel,4.6,"(3,932)","IDR 703,615",Jakarta,True,False,False,False,False,True,False
381,Kristal Hotel,4-star hotel,4.4,"(4,444)","IDR 619,463",Jakarta,True,True,True,True,True,False,False
382,Swiss-Belresidences Rasuna Epicentrum,4-star hotel,4.5,(906),"IDR 576,300",Jakarta,True,False,True,True,True,True,False
383,Sotis Hotel Kemang Jakarta,4-star hotel,4.5,(423),"IDR 928,571",Jakarta,True,False,True,True,False,True,False
384,Kosenda Hotel,4-star hotel,4.4,(999),"IDR 600,000",Jakarta,True,True,False,False,False,True,False
385,Lumire Hotel & Convention Center,4-star hotel,4.4,"(6,094)","IDR 766,972",Jakarta,True,True,True,True,True,False,False
386,FM7 Resort Hotel Jakarta Airport,4-star hotel,4.3,"(5,102)","IDR 585,098",Jakarta,True,False,True,True,True,False,True
387,Novotel Jakarta Cikini,4-star hotel,4.7,"(2,199)","IDR 938,288",Jakarta,True,True,True,False,True,True,False
388,Grand Tropic Suites Hotel Jakarta,4-star hotel,4.2,"(3,583)","IDR 461,548",Jakarta,True,False,True,True,False,False,True
389,Oasis Amir Hotel,4-star hotel,4.1,"(3,870)","IDR 437,774",Jakarta,True,False,False,True,False,True,True
390,Swiss-Belresidences Kalibata,4-star hotel,4.7,"(11,067)","IDR 562,667",Jakarta,True,False,True,True,True,True,False
391,Park Regis Arion,4-star hotel,4.3,"(2,302)","IDR 455,394",Jakarta,True,False,True,True,True,True,False
392,Ashley Wahid Hasyim Jakarta,4-star hotel,4.5,"(4,664)","IDR 669,865",Jakarta,True,True,False,False,True,True,False
393,All Sedayu Hotel Kelapa Gading,4-star hotel,4.4,"(2,341)","IDR 600,569",Jakarta,True,False,False,True,True,True,False
394,Harper MT. Haryono,4-star hotel,4.6,"(9,152)","IDR 541,437",Jakarta,True,True,True,True,True,False,False
395,Grand Orchardz Kemayoran,4-star hotel,4.6,"(2,394)","IDR 568,800",Jakarta,True,False,False,True,False,True,False
396,Veranda Hotel at Pakubuwono,4-star hotel,4.4,"(5,940)","IDR 593,723",Jakarta,True,False,True,True,True,True,False
397,Hotel Bidakara Jakarta,4-star hotel,4.5,"(6,787)","IDR 509,670",Jakarta,True,False,True,True,True,True,False
398,"Holiday Inn Jakarta Kemayoran, an IHG Hotel",4-star hotel,4.6,"(7,133)","IDR 1,218,123",Jakarta,True,True,True,True,True,False,False
399,Sutasoma Hotel,4-star hotel,4.7,(296),"IDR 750,000",Jakarta,True,True,True,False,False,True,False
400,Ra Premiere Simatupang,4-star hotel,4.5,(486),"IDR 629,381",Jakarta,True,False,True,False,True,True,True
401,Swiss-Belhotel Airport Jakarta,4-star hotel,4.4,"(5,236)","IDR 475,000",Jakarta,True,True,False,False,False,False,False
402,YUAN GARDEN Pasar Baru,4-star hotel,4.5,"(2,561)","IDR 431,210",Jakarta,True,False,True,True,True,False,True
403,Ascott Jakarta,4-star hotel,4.6,"(4,830)","IDR 2,269,556",Jakarta,True,False,True,True,True,False,False
404,PSW Antasari Hotel,4-star hotel,4.6,(880),"IDR 558,976",Jakarta,True,True,True,True,False,True,False
405,Aloft Jakarta Wahid Hasyim,4-star hotel,4.5,"(2,471)","IDR 1,127,605",Jakarta,True,True,False,False,True,True,False
406,Grand Cempaka Business Hotel,4-star hotel,4.3,"(5,207)","IDR 499,579",Jakarta,True,False,True,True,True,True,False
407,The Gunawarman,4-star hotel,4.5,(637),"IDR 2,083,871",Jakarta,True,True,False,False,False,True,False
408,Hotel Ciputra Cibubur managed by Swiss-Belhotel International,4-star hotel,4.6,"(2,974)","IDR 883,292",Jakarta,True,False,True,True,True,True,False
409,favehotel Bandara - Tangerang,4-star hotel,4.3,"(2,061)","IDR 373,229",Jakarta,True,False,False,False,False,True,False
410,"The Mayflower, Jakarta - Marriott Executive Apartments",4-star hotel,4.7,(506),"IDR 2,117,500",Jakarta,True,False,True,True,True,False,True
411,Golden Boutique Hotel Kemayoran,4-star hotel,4.4,"(5,017)","IDR 374,400",Jakarta,True,False,False,True,True,True,False
412,Aloft South Jakarta,4-star hotel,4.7,(748),"IDR 781,806",Jakarta,True,True,True,False,True,True,False
413,Ascott Sudirman Jakarta,4-star hotel,4.6,"(1,671)","IDR 2,113,564",Jakarta,True,False,False,True,True,True,False
414,Redtop Hotel & Convention Center,4-star hotel,4.4,"(4,828)","IDR 613,453",Jakarta,True,False,True,True,True,False,True
415,Anara Airport Hotel Terminal 3 CGK,4-star hotel,4.8,"(1,389)","IDR 1,099,999",Jakarta,False,False,False,False,False,False,False
416,Albergo Ballroom,4-star hotel,4.3,"(1,054)","IDR 768,935",Jakarta,True,False,True,True,True,False,True
417,Golden Boutique Hotel Melawai,4-star hotel,4.3,"(1,535)","IDR 436,425",Jakarta,True,True,False,True,False,True,False
419,Somerset Berlian,4-star hotel,4.5,"(3,842)","IDR 1,702,167",Jakarta,True,False,True,False,True,True,True
422,Batavia Apartments,4-star hotel,4.5,"(1,056)","IDR 709,364",Jakarta,True,False,True,False,True,True,True
423,Leisure Inn Arion Hotel,4-star hotel,4.3,(426),"IDR 412,590",Jakarta,True,True,False,True,False,True,False
424,Nagomi Suites,4-star hotel,4.7,(120),"IDR 902,700",Jakarta,True,True,False,False,False,True,False
425,Citadines Rasuna Jakarta,4-star hotel,4.1,(131),"IDR 904,698",Jakarta,True,False,True,True,True,False,True
427,Midtown Residence,4-star hotel,4.1,(116),"IDR 651,613",Jakarta,True,False,True,False,True,True,False
431,"Mandarin Oriental, Jakarta",5-star hotel,4.7,"(6,740)","IDR 3,184,720",Jakarta,True,False,True,True,True,False,True
432,"The Hermitage, a Tribute Portfolio Hotel, Jakarta",5-star hotel,4.6,"(3,785)","IDR 3,205,290",Jakarta,True,True,True,True,True,False,False
433,Aryaduta Jakarta,5-star hotel,4.5,"(10,400)","IDR 573,438",Jakarta,True,False,True,True,True,False,True
434,Hotel Indonesia Kempinski Jakarta,5-star hotel,4.7,"(18,071)","IDR 2,561,376",Jakarta,True,False,True,True,True,False,True
435,"Goodrich Suites, ARTOTEL Portfolio",5-star hotel,4.5,"(1,714)","IDR 930,232",Jakarta,True,True,True,False,True,False,True
436,Wyndham Casablanca Jakarta,5-star hotel,4.6,"(2,051)","IDR 774,187",Jakarta,True,True,True,True,True,False,False
437,Pullman Jakarta Central Park,5-star hotel,4.6,"(7,862)","IDR 2,144,541",Jakarta,True,True,True,True,True,False,False
438,Hotel Borobudur Jakarta,5-star hotel,4.6,"(17,486)","IDR 983,450",Jakarta,True,False,True,True,True,False,True
439,Pullman Jakarta Indonesia Thamrin CBD,5-star hotel,4.7,"(12,773)","IDR 1,839,385",Jakarta,True,False,True,True,True,False,True
440,Grand Sahid Jaya,5-star hotel,4.4,"(10,239)","IDR 843,331",Jakarta,True,False,True,True,True,False,True
441,Manhattan Hotel Jakarta,5-star hotel,4.3,"(6,185)","IDR 746,538",Jakarta,True,False,True,True,True,False,True
442,Merlynn Park,5-star hotel,4.4,"(9,072)","IDR 635,327",Jakarta,True,False,False,True,True,False,True
443,"The Langham, Jakarta",5-star hotel,4.7,(790),"IDR 3,366,000",Jakarta,True,False,False,True,True,False,True
444,Artotel Suites Mangkuluhur Jakarta,5-star hotel,4.4,"(4,722)","IDR 1,162,685",Jakarta,True,True,True,True,True,False,False
445,"The Langham, Jakarta",5-star hotel,4.7,(790),"IDR 3,366,000",Jakarta,True,False,False,True,True,False,True
446,Artotel Suites Mangkuluhur Jakarta,5-star hotel,4.4,"(4,722)","IDR 1,162,685",Jakarta,True,True,True,True,True,False,False
447,Grand Mercure Jakarta Kemayoran,5-star hotel,4.6,"(11,802)","IDR 1,160,362",Jakarta,True,False,False,True,True,False,True
448,The Grove Suites,5-star hotel,4.5,"(2,841)","IDR 905,283",Jakarta,True,False,True,True,True,True,False
449,Grand Mercure Jakarta Harmoni,5-star hotel,4.5,"(7,819)","IDR 1,024,126",Jakarta,True,False,False,True,True,False,True
450,Shangri-La Jakarta,5-star hotel,4.7,"(20,560)","IDR 3,069,934",Jakarta,True,False,True,True,True,False,True
451,"InterContinental Jakarta Pondok Indah, an IHG Hotel",5-star hotel,4.8,"(4,578)","IDR 3,195,059",Jakarta,True,False,True,True,True,False,True
452,The Sultan Hotel & Residence Jakarta,5-star hotel,4.6,"(12,736)","IDR 960,333",Jakarta,True,False,True,True,True,False,True
453,DoubleTree by Hilton Hotel Jakarta - Diponegoro,5-star hotel,4.6,"(9,800)","IDR 1,622,837",Jakarta,True,True,True,True,True,False,False
454,Hotel Mulia Senayan Jakarta,5-star hotel,4.7,"(18,397)","IDR 2,882,280",Jakarta,True,False,True,True,True,False,True
455,Four Seasons Jakarta,5-star hotel,4.7,"(7,454)","IDR 3,244,855",Jakarta,True,True,True,True,True,False,False
456,"Kemang Icon, ARTOTEL Portfolio",5-star hotel,4.3,(742),"IDR 1,069,975",Jakarta,True,True,True,False,False,True,False
457,Grand Hyatt Jakarta,5-star hotel,4.7,"(6,730)","IDR 3,606,170",Jakarta,True,True,True,False,True,False,True
458,The Orient Hotel Jakarta,5-star hotel,4.8,(149),"IDR 2,256,836",Jakarta,True,True,False,False,True,False,True
459,Gran Meliá Jakarta,5-star hotel,4.6,"(7,505)","IDR 1,935,426",Jakarta,True,True,True,True,True,False,False
460,Ayana Midplaza Jakarta,5-star hotel,4.7,"(8,540)","IDR 2,061,885",Jakarta,True,False,True,True,True,False,True
461,"The Ritz-Carlton Jakarta, Mega Kuningan",5-star hotel,4.7,"(10,070)","IDR 3,486,140",Jakarta,True,False,True,True,True,False,True
462,The Westin Jakarta,5-star hotel,4.7,"(12,886)","IDR 4,075,138",Jakarta,True,False,True,True,True,False,True
463,Hotel Raffles Jakarta,5-star hotel,4.8,"(8,012)","IDR 3,797,865",Jakarta,True,False,True,True,True,False,True
464,Le Meridien Jakarta,5-star hotel,4.6,"(10,357)","IDR 2,105,897",Jakarta,True,False,True,True,True,False,True
465,Sheraton Grand Jakarta Gandaria City Hotel,5-star hotel,4.7,"(8,811)","IDR 2,909,104",Jakarta,True,False,True,True,True,True,False
466,Hotel Gran Mahakam,5-star hotel,4.6,"(4,440)","IDR 1,008,292",Jakarta,True,True,True,True,True,False,False
467,JW Marriott Hotel Jakarta,5-star hotel,4.6,"(9,740)","IDR 3,125,543",Jakarta,True,False,True,True,True,False,True
468,Aryaduta Suites Semanggi,5-star hotel,4.5,"(6,807)","IDR 836,028",Jakarta,True,False,True,True,True,False,True
469,"The Dharmawangsa, a Luxury Collection Hotel, Jakarta",5-star hotel,4.6,"(4,439)","IDR 2,194,906",Jakarta,True,True,True,False,True,False,True
470,Ascott Kuningan Jakarta,5-star hotel,4.7,"(1,986)","IDR 2,153,580",Jakarta,True,False,True,False,True,True,False
471,Swissôtel Jakarta PIK Avenue,5-star hotel,4.7,"(3,799)","IDR 1,900,000",Jakarta,True,True,True,True,True,False,False
472,Oakwood Premier Cozmo Jakarta,5-star hotel,4.5,"(3,288)","IDR 2,060,075",Jakarta,True,True,True,False,True,False,True
473,Alila SCBD Jakarta,5-star hotel,4.6,"(1,113)","IDR 4,183,601",Jakarta,True,True,True,False,True,False,True
